Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
PARMER191,PARMER191,WORKGROUP,"March 2, 2020 5:01:52 PM","PARMER191\tntadmin (Since: Mar 2, 2020 2:20:18 PM)","March 2, 2020 3:20:08 PM",108.226.169.157/10.1.2.187;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:C1:5E (Primary)40:74:E0:1C:C1:62 A0:1E:0B:0F:02:2D ,0,0,0,0,1,0,0,3,0,0
PARMER186,PARMER186,WORKGROUP,"March 3, 2020 1:58:38 PM","PARMER186\tntadmin (Since: Mar 2, 2020 2:16:32 PM)","March 2, 2020 3:16:22 PM",108.226.169.157/10.1.2.139;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:68:5F (Primary)40:74:E0:1F:68:63 A0:1E:0B:0F:01:5F ,0,0,0,0,1,0,1,3,0,0
PARMER187,PARMER187,WORKGROUP,"March 3, 2020 1:58:39 PM","PARMER187\tntadmin (Since: Mar 2, 2020 2:19:30 PM)","March 2, 2020 3:19:20 PM",108.226.169.157/10.1.2.151;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:DC:05 (Primary)40:74:E0:1E:DC:09 A0:1E:0B:0F:01:40 ,0,0,0,0,1,0,1,3,0,0
PARMER189,PARMER189,WORKGROUP,"March 3, 2020 1:58:00 PM","PARMER189\tntadmin (Since: Mar 2, 2020 2:19:59 PM)","March 2, 2020 3:19:49 PM",108.226.169.157/10.1.2.189;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:4D:89 (Primary)40:74:E0:1F:4D:8D A0:1E:0B:0F:04:54 ,0,0,0,0,1,0,1,3,0,0
PARMER183,PARMER183,WORKGROUP,"March 3, 2020 1:58:38 PM","PARMER183\tntadmin (Since: Mar 2, 2020 2:17:02 PM)","March 2, 2020 3:16:52 PM",108.226.169.157/10.1.2.135;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:47:5D (Primary)40:74:E0:1F:47:61 A0:1E:0B:0F:03:1F ,0,0,0,0,1,0,1,3,0,0
PARMER182,PARMER182,pmc.local,"August 3, 2020 1:20:05 PM","PMC\garagon (Since: Jul 16, 2020 7:50:49 AM)","July 15, 2020 7:37:45 PM",96.46.115.50/10.141.63.86;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:D9:49 (Primary)40:74:E0:1E:D9:4D A0:1E:0B:0F:03:FD ,0,0,0,0,1,0,0,2,0,0
PARMER184,PARMER184,WORKGROUP,"March 3, 2020 1:59:05 PM","PARMER184\tntadmin (Since: Mar 2, 2020 2:16:52 PM)","March 2, 2020 3:16:42 PM",108.226.169.157/10.1.2.186;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F9:AB (Primary)40:74:E0:1E:F9:AF A0:1E:0B:0F:01:5B ,0,0,0,0,1,0,1,3,0,0
PARMER188,PARMER188,WORKGROUP,"March 3, 2020 1:58:10 PM","PARMER188\tntadmin (Since: Mar 2, 2020 2:19:42 PM)","March 2, 2020 3:19:32 PM",108.226.169.157/10.1.2.185;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:C9:60 (Primary)40:74:E0:1C:C9:64 A0:1E:0B:0F:01:81 ,0,0,0,0,1,0,1,3,0,0
PARMER185,PARMER185,WORKGROUP,"March 3, 2020 1:59:04 PM","PARMER185\tntadmin (Since: Mar 2, 2020 2:16:40 PM)","March 2, 2020 3:16:30 PM",108.226.169.157/10.1.2.169;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:04:0F (Primary)40:74:E0:1F:04:13 A0:1E:0B:0F:02:4D ,0,0,0,0,1,0,1,3,0,0
PARMERDC2,PARMERDC2,pmc.local,"August 3, 2020 12:01:22 PM","PMC\jennifer (Since: Jul 17, 2020 1:14:21 PM)","July 20, 2020 7:46:22 AM",96.46.115.50/10.141.62.8;,Parmer Medical Center,Domain Controller,Microsoft Windows Server 2012 R2 Standard  x64,6.3,9600,N/A,Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-42 15 f1 0c 3c 29 36 45-74 37 5f 64 d5 21 6f a2,4x Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz ,8 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (39GB),NECVMWar VMware IDE CDR00 ATA Device,Intel(R) 82574L Gigabit Network Connection,C,00:50:56:95:E4:C4 (Primary),0,0,0,0,1,0,0,0,0,0
LABMIDDLEWARE,LABMIDDLEWARE,pmc.local,"August 3, 2020 12:01:21 PM","PMC\carson (Since: Jul 17, 2020 3:34:20 PM),PMC\tonya (Since: Jul 12, 2020 4:27:55 PM)","July 20, 2020 7:51:36 AM",96.46.115.50/10.141.62.117;,Parmer Medical Center,Server,Microsoft Windows Server 2012 R2 Standard  x64,6.3,9600,N/A,Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-42 15 5d 5e 5f e4 32 39-79 e4 64 24 e7 48 dd de,4x Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz ,8 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (399GB),NECVMWar VMware IDE CDR00 ATA Device,Intel(R) 82574L Gigabit Network Connection,C,00:50:56:95:1C:C2 (Primary),0,0,1,1,1,0,4,66,0,0
LAB_SUNETTE,LAB_SUNETTE,pmc.local,"June 22, 2020 8:37:56 PM","PMC\carson (Since: Jun 1, 2020 8:14:58 AM)","June 1, 2020 8:13:06 AM",96.46.115.50/10.141.62.62;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5249.1001",Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-42 30 85 16 6e bb 76 0d-50 47 3c 0a 9b 50 0b 24,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz ,2 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (99GB),NECVMWar VMware IDE CDR00 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:50:56:B0:9B:A8 (Primary),0,0,0,0,0,0,0,1,0,0
LAB_LEAH,LAB_LEAH,pmc.local,"August 3, 2020 12:01:21 PM",,"July 20, 2020 8:00:57 AM",96.46.115.50/10.141.62.63;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5249.1001",,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-56 4d 3a 61 0b b7 d9 93-be 85 39 41 6b 17 b2 73,Intel(R) Xeon(R) CPU E5-2670 0 @ 2.60GHz ,1.96 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (148GB),NECVMWar VMware IDE CDR00 ATA Device,Intel(R) PRO/1000 MT Network Connection,C,00:50:56:B0:08:56 (Primary),0,0,0,0,0,0,0,0,0,0
MIKE-PC,MIKE-PC,pmc.local,"August 3, 2020 12:01:22 PM","PMC\mike (Since: Jul 27, 2020 9:02:39 AM)","July 27, 2020 9:01:17 AM",96.46.115.50/10.141.63.136;10.141.62.248;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro ,1809,17763.348,"Microsoft Office Professional Plus 2016, Build  16.0.13001.20384",Windows Defender,Dell Inc.,Dell Inc. 0HN7XN ,OptiPlex 380,31NJMM1,Intel(R) Core(TM)2 Duo CPU E7600 @ 3.06GHz ,3.5 GB,VNC Mirror Driver,NVIDIA High Definition Audio,KINGSTON SV300S37A480G ATA Device (447GB),TSSTcorp DVD+-RW TS-H653G ATA Device,"Broadcom NetLink (TM) Gigabit Ethernet,LAN7500 USB 2.0 to Ethernet 10/100/1000 Adapter #3",C,80:3F:5D:0A:38:A2 B8:AC:6F:42:E6:82 (Primary),0,0,1,0,1,0,0,0,0,0
WOW1,WOW1,pmc.local,"August 3, 2020 12:01:22 PM","PMC\Nurse (Since: Jul 27, 2020 10:21:38 AM)","July 27, 2020 10:20:51 AM",96.46.115.50/10.141.63.23;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional  x64,6.1,7600,N/A,Symantec Endpoint Protection,Hewlett-Packard,Hewlett-Packard 167C ,HP ProBook 4730s,CNU2084GDF,Intel(R) Core(TM) i5-2430M CPU @ 2.40GHz ,3.94 GB,Mobile Intel(R) HD Graphics,IDT High Definition Audio CODEC,ST9500423AS (465GB),hp DVD-RAM UJ8B1,"Realtek PCIe GBE Family Controller,Atheros AR9285 802.11b/g/n WiFi Adapter,Bluetooth Device (Personal Area Network),NETGEAR WNA1000M N150 Wireless USB Micro Adapter",C,04:A1:51:6B:0A:F1 E4:11:5B:47:25:1C (Primary),0,0,0,0,0,0,0,0,0,0
SUSIESURFACE,SUSIESURFACE,pmc.local,"August 3, 2020 12:01:20 PM","PMC\susie (Since: Jul 4, 2020 9:24:28 AM)","June 26, 2020 9:23:14 AM",96.46.115.50/10.141.63.83;,Parmer Medical Center,Work Station,Microsoft Windows 8.1 Pro  x64,6.3,9600,"Microsoft Office Home & Business 2013, Build  15.0.5249.1001",Symantec Endpoint Protection,Microsoft Corporation,Microsoft Corporation Surface Pro 3 ,Surface Pro 3,043462242553,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz ,3.91 GB,Intel(R) HD Graphics Family,Realtek High Definition Audio,SAMSUNG MZMTE128HMGR-000MV (119GB),,"Marvell AVASTAR Wireless-AC Network Controller,Bluetooth Device (Personal Area Network),Surface Ethernet Adapter",C,28:18:78:BA:75:08 30:59:B7:10:B3:68 (Primary)60:02:92:7D:9D:79 ,0,0,0,0,0,0,0,0,0,0
PARMER194,PARMER194,WORKGROUP,"March 5, 2020 1:48:49 PM","PARMER194\tntadmin (Since: Mar 5, 2020 11:59:10 AM)","March 5, 2020 12:59:00 PM",108.226.169.157/10.1.2.132;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:DC:14 (Primary)40:74:E0:1E:DC:18 A0:1E:0B:0E:FE:18 ,0,0,0,0,1,0,0,3,0,0
PARMER193,PARMER193,WORKGROUP,"March 5, 2020 1:48:51 PM","PARMER193\tntadmin (Since: Mar 5, 2020 11:59:18 AM)","March 5, 2020 12:59:08 PM",108.226.169.157/10.1.2.117;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:34:66:A1 (Primary)5C:87:9C:34:66:A5 A0:1E:0B:0F:01:BE ,0,0,0,0,1,0,0,3,0,0
PARMER195,PARMER195,WORKGROUP,"March 5, 2020 1:48:52 PM","PARMER195\tntadmin (Since: Mar 5, 2020 11:59:01 AM)","March 5, 2020 12:58:51 PM",108.226.169.157/10.1.2.136;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:CC:D3 (Primary)40:74:E0:1E:CC:D7 A0:1E:0B:0E:FE:0B ,0,0,0,0,1,0,0,3,0,0
PARMER192,PARMER192,WORKGROUP,"March 5, 2020 1:49:08 PM","PARMER192\tntadmin (Since: Mar 5, 2020 11:59:26 AM)","March 5, 2020 12:59:16 PM",108.226.169.157/10.1.2.166;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:34:5E:45 (Primary)5C:87:9C:34:5E:49 A0:1E:0B:0E:FE:89 ,0,0,0,0,1,0,0,3,0,0
PARMER196,PARMER196,WORKGROUP,"March 5, 2020 1:48:40 PM","PARMER196\tntadmin (Since: Mar 5, 2020 11:58:52 AM)","March 5, 2020 12:58:42 PM",108.226.169.157/10.1.2.141;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:30:47:6F (Primary)5C:87:9C:30:47:73 A0:1E:0B:0E:FF:9E ,0,0,0,0,1,0,0,3,0,0
PARMER198,PARMER198,WORKGROUP,"March 5, 2020 1:06:08 PM","PARMER198\tntadmin (Since: Mar 5, 2020 12:04:01 PM)","March 5, 2020 1:03:51 PM",108.226.169.157/10.1.2.122;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B5:C9 (Primary)40:74:E0:1C:B5:CD A0:1E:0B:0F:01:72 ,0,0,0,0,1,0,0,3,0,0
PARMER199,PARMER199,WORKGROUP,"March 5, 2020 1:06:00 PM","PARMER199\tntadmin (Since: Mar 5, 2020 12:03:51 PM)","March 5, 2020 1:03:41 PM",108.226.169.157/10.1.2.112;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:04:6E (Primary)40:74:E0:1F:04:72 A0:1E:0B:0E:FF:64 ,0,0,0,0,1,0,0,3,0,0
PARMER201,PARMER201,WORKGROUP,"March 5, 2020 1:05:41 PM","PARMER201\tntadmin (Since: Mar 5, 2020 12:03:35 PM)","March 5, 2020 1:03:25 PM",108.226.169.157/10.1.2.123;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:CD:8E (Primary)40:74:E0:1C:CD:92 A0:1E:0B:0F:03:B0 ,0,0,0,0,1,0,0,3,0,0
PARMER197,PARMER197,WORKGROUP,"March 5, 2020 1:48:30 PM","PARMER197\tntadmin (Since: Mar 5, 2020 12:04:09 PM)","March 5, 2020 1:03:59 PM",108.226.169.157/10.1.2.119;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B2:7C (Primary)40:74:E0:1C:B2:80 A0:1E:0B:0F:01:F1 ,0,0,0,0,1,0,0,3,0,0
PARMER200,PARMER200,WORKGROUP,"March 5, 2020 1:48:30 PM","PARMER200\tntadmin (Since: Mar 5, 2020 12:03:42 PM)","March 5, 2020 1:03:32 PM",108.226.169.157/10.1.2.106;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:CE:60 (Primary)40:74:E0:1C:CE:64 A0:1E:0B:0F:04:A2 ,0,0,0,0,1,0,0,3,0,0
BRENDAH,BRENDAH,pmc.local,"August 3, 2020 12:01:19 PM","PMC\brenda (Since: Jul 14, 2020 10:12:37 AM)","June 2, 2020 8:43:19 AM",96.46.115.50/10.141.63.45;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional SP1,6.1,7601.23915,"Microsoft Office Home & Business 2013, Build  15.0.5249.1001",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0PU052 ,OptiPlex 755,9VX9CG1,Intel(R) Core(TM)2 Duo CPU E6550 @ 2.33GHz ,1.96 GB,Intel(R) Q35 Express Chipset Family,High Definition Audio Device,ST380815AS ATA Device (74GB),SONY DVD-ROM DDU810A ATA Device,Intel(R) 82566DM-2 Gigabit Network Connection,C,00:1E:C9:83:9E:B4 (Primary),0,0,0,0,0,0,0,0,0,0
PARMER205,PARMER205,WORKGROUP,"June 2, 2020 1:54:51 PM","PARMER205\tntadmin (Since: Jun 2, 2020 1:46:46 PM)","June 2, 2020 1:46:36 PM",108.226.169.157/10.1.2.176;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:6A:A3 (Primary)40:74:E0:1F:6A:A7 A0:1E:0B:0F:01:EE ,0,0,0,0,1,0,1,2,0,0
PARMER204,PARMER204,WORKGROUP,"June 2, 2020 1:54:51 PM","PARMER204\tntadmin (Since: Jun 2, 2020 1:41:51 PM)","June 2, 2020 1:41:41 PM",108.226.169.157/10.1.2.173;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B3:2B (Primary)40:74:E0:1C:B3:2F A0:1E:0B:0E:FF:FE ,0,0,0,0,1,0,0,2,0,0
PARMER203,PARMER203,WORKGROUP,"June 2, 2020 1:54:53 PM","PARMER203\tntadmin (Since: Jun 2, 2020 1:41:42 PM)","June 2, 2020 1:41:32 PM",108.226.169.157/10.1.2.184;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:E2:90 (Primary)40:74:E0:1E:E2:94 A0:1E:0B:0F:02:69 ,0,0,0,0,1,0,0,2,0,0
PARMER202,PARMER202,WORKGROUP,"June 2, 2020 1:54:54 PM","PARMER202\tntadmin (Since: Jun 2, 2020 1:41:37 PM)","June 2, 2020 1:41:27 PM",108.226.169.157/10.1.2.114;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:68:28 (Primary)40:74:E0:1F:68:2C A0:1E:0B:0F:01:F9 ,0,0,0,0,1,0,0,2,0,0
PARMER111,PARMER111,pmc.local,"August 3, 2020 12:01:20 PM","PMC\jeffp (Since: Jul 28, 2020 2:06:56 PM)","July 28, 2020 11:40:33 AM",96.46.115.50/10.141.63.71;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"KINGSTON SA400M8120G (111GB),Samsung BJTD4R (29GB),SanDisk Cruzer USB Device (3GB)",,"Intel(R) Dual Band Wireless-AC 3168,Bluetooth Device (Personal Area Network),Realtek PCIe GBE Family Controller #3",C,20:79:18:B6:48:0B (Primary)20:79:18:B6:48:0F A0:1E:0B:0D:69:C0 ,0,0,0,0,1,0,1,1,0,0
